,page,country,rev_id,predictions
9072,Federico González Suárez,Ecuador,746562446,Start
9073,Roger Lallemand,Belgium,746564611,Start
9074,Frank Ajobena,Nigeria,746565081,Stub
9075,Francisco Vidal Salinas,Chile,746566453,Stub
9076,Yuri Bakhshyan,Armenia,746566896,Stub
9077,Jean-Jacques Baude,France,746568646,C
9078,Georgios Ladas,Cyprus,746569870,Stub
9079,Heinrich Mataja,Austria,746570020,Start
9080,Hernando de Manrique de Rojas,Spain,746578994,Stub
9081,Julio Durán,Chile,746585178,Stub
9082,Joe Kruger (politician),Australia,746585353,Stub
9083,Jean-Marie Adzé,Gabon,746589032,Start
9084,Juan Menéndez Márquez,Spain,746592247,C
9085,Józef Biniszkiewicz,Poland,746592741,Start
9086,Pierre Vallon,France,746593393,Stub
9087,Tadahiro Ando,Japan,746599009,Stub
9088,Monja Jaona,Madagascar,746610349,C
9089,Amador Bueno,Brazil,746618220,Start
9090,Joaquim Floriano de Godoy,Brazil,746618286,Stub
9091,Ana de Hollanda,Brazil,746618316,Stub
9092,Cláudio Lembo,Brazil,746618360,Stub
9093,André Franco Montoro,Brazil,746618427,Stub
9094,Romeu Tuma,Brazil,746618565,Stub
9095,Jacob Gilles,Netherlands,746619398,Stub
9096,Jean-Louis Schneiter,France,746619680,Stub
9097,Georges Marie Anne,Martinique,746619744,Stub
9098,Harry Forssell,Brazil,746620462,Start
9099,Perseu Abramo,Brazil,746621637,Start
9100,Plínio de Arruda Sampaio,Brazil,746621652,C
9101,Davaadorjiin Ganbold,Mongolia,746631911,Stub
9102,Ousmane Issoufou Oubandawaki,Niger,746641174,C
9103,Amadou Salifou,Niger,746641769,Start
9104,Mohamed Boudiaf,Algeria,746646095,C
9105,Mladen Bosić,Bosnia-Herzegovina,746646168,Stub
9106,Leopold Gratz,Austria,746664277,Start
9107,Franz Jonas,Austria,746664305,Start
9108,Rainiharo,Madagascar,746664825,Start
9109,Jean Louis Robinson,Madagascar,746665327,Stub
9110,Mahmoud Bah,Guinea,746671177,Start
9111,Mečislovas Gedvilas,Lithuania,746678616,Start
9112,Mikołaj Daniłowicz,Poland,746679894,Start
9113,Miloš Aligrudić,Serbia,746680283,Stub
9114,Michael Gleeson (politician),Ireland,746682284,Start
9115,Leonard Allen Alexander,New Zealand,746685440,Stub
9116,Nelson Oswaldo Chui Mejía,Peru,746686095,Stub
9117,Niazi Demi,Albania,746687347,Stub
9118,Záviš Kalandra,Czech Republic,746707985,Stub
9119,Raymond Guyot,France,746714199,Stub
9120,Rómulo Pizarro,Peru,746719883,Stub
9121,José Agripino Maia,Brazil,746721650,Start
9122,Flexa Ribeiro,Brazil,746723705,Stub
9123,Solomon Hart Green,Canada,746727879,Start
9124,Joaquín Fernández Prida,Spain,746730575,Stub
9125,Thierno Aliou,Guinea,746737863,Start
9126,August von Trott zu Solz,Germany,746749087,Stub
9127,Yahya Hussain Al-Aarashi,Yemen,746756096,Stub
9128,Yarima Ibrahim,Nigeria,746756722,Stub
9129,Yousef Al Omeir,United Arab Emirates,746758535,NotFound
9130,Özkan Murat,Cyprus,746762436,Stub
9131,Abderrahmane Farès,Algeria,746764434,Start
9132,Niko Pucić,Serbia,746792153,Start
9133,Abbas Mahdi,Iraq,746793125,Stub
9134,Abu Bakar Kamara,Sierra Leone,746794008,Stub
9135,Vasco da Gama (council speaker),South Africa,746796077,Stub
9136,Alfredo Vásquez Acevedo,Uruguay,746800856,Stub
9137,Andries de Witt,Netherlands,746805512,Stub
9138,Edner Brutus,Haiti,746809318,Stub
9139,Barbour family,United States,746818554,Start
9140,Thomas Le Fanu (civil servant),Ireland,746825726,Stub
9141,Chafic Nassif,Lebanon,746843738,Stub
9142,William Eteki Mboumoua,Cameroon,746852180,B
9143,Cyro de Freitas Valle,Brazil,746859870,Stub
9144,Domenico Fattori,San Marino,746868134,Stub
9145,Yi Yin,China,746870303,C
9146,Guy Landry Hazoumé,Benin,746873129,Stub
9147,Epeli Niudamu,Fiji,746877020,Stub
9148,Eugene Lenn Nagbe,Liberia,746878724,Stub
9149,Fernando Volio Jiménez,Costa Rica,746882155,Stub
9150,Danne Sundman,Finland,746887558,Stub
9151,Gaston Monmousseau,France,746890017,GA
9152,Geke Faber,Netherlands,746890378,Stub
9153,George T. Marsh,Canada,746891841,Stub
9154,Henryk Lipszyc,Poland,746903479,Start
9155,Ou Daren,China,746910534,Stub
9156,Ion Stoian,Romania,746914707,Stub
9157,Irami Matairavula,Fiji,746914826,Stub
9158,J. A. McCaul,Canada,746916216,Stub
9159,Jaak Gabriëls,Belgium,746916409,Stub
9160,Jaan Tomp,Estonia,746916419,Stub
9161,John H. Crockett,United States,746922350,Stub
9162,John Thomas Eustace,Cape Colony,746923352,C
9163,Yousif Muhammed,Iraq,746923977,Stub
9164,Wolfgang Heribert von Dalberg,Germany,746928164,Stub
9165,Kazimierz Tyszka,Poland,746929220,Stub
9166,Mirambo,Tanzania,746935238,Start
9167,Raúl Castells,Argentina,746935405,Start
9168,Lamine Khene,Algeria,746936441,Stub
9169,Leonas Apšega,Lithuania,746939411,Stub
9170,Abu Mayanja,Uganda,746946728,C
9171,Hormando Vaca Diez,Bolivia,746947345,Stub
9172,Alex Boraine,South Africa,746949556,Start
9173,Salvador de Mendonça,Brazil,746950011,Stub
9174,Nader Al-Dahabi,Jordan,746952680,Start
9175,Franciszek Nowicki,Poland,746984142,Start
9176,Gustaw Przeczek,Poland,746985023,Start
9177,Wilhelm Szewczyk,Poland,746985122,Start
9178,Jerzy Karol Kurnatowski,Poland,746993449,Stub
9179,Benedict Wachira,Kenya,746994538,Start
9180,Beniamina Tinga,Kiribati,747009561,Stub
9181,Jean Richardot the Younger,Belgium,747014045,Start
9182,Jon Fossum,Norway,747048653,Stub
9183,Marian Petre Miluț,Romania,747049051,Stub
9184,Marijke van Haaren,Netherlands,747049313,Stub
9185,Martin Bongo,Gabon,747050371,Stub
9186,Chhean Vam,Cambodia,747052284,Stub
9187,Oum Chheang Sun,Cambodia,747052769,Stub
9188,Norodom Kantol,Cambodia,747053219,Stub
9189,Michiel ten Hove,Netherlands,747056139,Stub
9190,Mifta al-Usta Umar,Libya,747056652,Stub
9191,Mircea Chelaru,Romania,747058178,Stub
9192,Mohamed Mancona Kouyaté,Guinea,747059195,Stub
9193,Mohammed Lutf al-Iryani,Yemen,747059253,Stub
9194,Agasalim Atakishiyev,Azerbaijan,747059819,Stub
9195,Muttalib ibn Abdallah ibn Malik,Egypt,747063138,Stub
9196,Nafiz Bezhani,Albania,747064542,Stub
9197,Oleksandr Rzhavskyy,Ukraine,747073506,Stub
9198,Ousmane Mey,Cameroon,747076268,Start
9199,Onésimo Redondo,Spain,747084117,C
9200,R. Swaminatha Merkondar,India,747089933,Stub
9201,Rafael Filizzola,Paraguay,747090537,Stub
9202,Rafael Zubarán Capmany,Mexico,747090553,Stub
9203,Raja Hassan Akhtar,Pakistan,747090887,Start
9204,Rayko Daskalov,Bulgaria,747091965,GA
9205,Bernard Zoniaba,Congo,747114045,Stub
9206,Bernd Reichelt,Germany,747122691,Stub
9207,Shaukat Hussein Mazari,Pakistan,747125386,Stub
9208,Franciszek Ptak,Poland,747126596,Start
9209,Vyacheslav Menzhinsky,Russia,747148343,Start
9210,Jean-Pierre Lebouder,Central African Republic,747150854,Start
9211,Bert Van Hoorick,Belgium,747150965,Stub
9212,Mohammed Ali Salim,Libya,747192414,Stub
9213,Andrea Zafferani,San Marino,747192455,Stub
9214,Yuan Jiayong,China,747192630,Stub
9215,Rustam Haidar,Iraq,747225257,Stub
9216,Saloum Traoré,Niger,747227236,Stub
9217,Shu'ayb ibn Khazim,Syria,747232842,Stub
9218,Siradiou Diallo,Guinea,747234411,C
9219,Suhasini Chattopadhyay,India,747242192,Stub
9220,Danilo Suarez,Philippines,747244167,Start
9221,Sylvester Ugoh,Nigeria,747244277,Stub
9222,Jean-Baptiste Pastré,France,747255447,C
9223,Comfort Doyoe Cudjoe-Ghansah,Ghana,747256516,Start
9224,Tsvetko Boboshevski,Bulgaria,747258783,Stub
9225,V. K. Duggal,India,747263285,Stub
9226,Valeriu Stoica,Romania,747263788,Stub
9227,Vincent Lunabek,Vanuatu,747266389,Stub
9228,Vitaliy Kononov,Ukraine,747266971,Stub
9229,Walter Shelley,United States,747271200,Stub
9230,Wang Tanzhi,China,747271455,Stub
9231,Hummay,Chad,747271475,Stub
9232,Thokozani Khuphe,Zimbabwe,747274193,Start
9233,Bhimsen Das Pradhan,Nepal,747276063,Stub
9234,Béla Grünwald,Hungary,747282300,C
9235,Simón Gaviria Muñoz,Colombia,747282547,Start
9236,Sergey Tsoy,Russia,747287673,Stub
9237,Danylo Skoropadskyi,Ukraine,747295931,Start
9238,Smoot–Rowlett family,United States,747317075,Start
9239,John N. Hagan,United States,747355227,Stub
9240,John Kidd (politician),Australia,747389589,Stub
9241,Ali Zouaoui,Tunisia,747397291,Stub
9242,Alfonso Gómez Méndez,Colombia,747407460,Start
9243,Alfonso Patiño Rosselli,Colombia,747407468,Stub
9244,Ali Alizoti,Albania,747407704,Stub
9245,Allart Pieter van Jongestall,Netherlands,747408142,GA
9246,André Cusaco,Portugal,747410381,Stub
9247,Gabriel Maura,Spain,747441671,Stub
9248,Claudia Rodríguez de Castellanos,Colombia,747442591,Stub
9249,Hou Jing,Mongolia,747458501,B
9250,Brigitte Dzogbenuku,Ghana,747468299,Stub
9251,Eduardo Laurencena,Argentina,747469410,Stub
9252,Timothée Malendoma,Central African Republic,747469664,Start
9253,Eldar Namazov,Azerbaijan,747471385,Start
9254,Etibar Mammadov,Azerbaijan,747477623,Start
9255,Fatima Zohra Karadja,Algeria,747481177,Start
9256,Fernando Claudín,Spain,747482388,C
9257,Fuad Guliyev,Azerbaijan,747491137,Start
9258,George Hindori,Suriname,747496100,Start
9259,Gerald B. Clarke,Rhodesian,747497059,Stub
9260,Henry M. Joko-Smart,Sierra Leone,747515891,Start
9261,Hippolyte Laroche,France,747518181,Start
9262,Anthonie van der Heim,Netherlands,747520763,Stub
9263,John O'Neill (Canadian politician),Canada,747526324,Start
9264,Imaduddin (ICMI),Indonesia,747527278,Stub
9265,Nebojša Radmanović,Bosnia-Herzegovina,747532286,Stub
9266,Izalene Tiene,Brazil,747534003,Stub
9267,Hélène Casimir-Perier,France,747535793,Stub
9268,Javer Hurshiti,Albania,747538155,Start
9269,Jean-Claude Gayssot,France,747538626,Stub
9270,Jean-Jacques Ekindi,Cameroon,747538707,C
9271,Khushdil Khan,Pakistan,747539180,Stub
9272,Joke Kersten,Netherlands,747546693,Stub
9273,Joseph Pallache,Morocco,747547989,C
9274,Konstantin Gey,Belarus,747553299,Stub
9275,Khieu Rada,Cambodia,747555899,Start
9276,Abdul Majeed Abdul Bari,Maldives,747575838,Stub
9277,Moses Mathendele Dlamini,Swaziland,747579157,Start
9278,Marcelo Miranda,Brazil,747583288,Stub
9279,Mehmed Kalakula,Albania,747588457,Stub
9280,Mehmet Tahsini,Albania,747588488,Stub
9281,Bishnu Pratap Shah,Nepal,747589700,C
9282,Miguel Marini,Argentina,747590648,Stub
9283,Muhammad Ali Alluba,Egypt,747594950,Stub
9284,Naghi Sheykhzamanli,Azerbaijan,747596354,Start
9285,Nikolai Ignatov,Russia,747601188,Start
9286,Guillermo Fernández Vara,Spain,747601671,Stub
9287,Pertef Pogoni,Albania,747612892,Stub
9288,Rafael Quevedo Flores,Peru,747623566,Stub
9289,Vasco Martins de Melo,Portugal,747628282,Stub
9290,Ieu Koeus,Cambodia,747628491,Stub
9291,Robert Mehlen,Luxembourg,747631045,Stub
9292,Jaime Silva (Portugal),Portugal,747631113,Stub
9293,Harmodio Arias Madrid,Panama,747636455,Stub
9294,Sabit Lulo,Albania,747637065,Stub
9295,Santiago de Vera,Philippines,747640965,Start
9296,Kamaladdin Heydarov,Azerbaijan,747649375,Start
9297,Samad Seyidov,Azerbaijan,747676948,Start
9298,Bia Venâncio,Brazil,747688056,NotFound
9299,Pierre de Witasse,Monaco,747700365,Stub
9300,Aldana Sandoval,Guatemala,747700942,Start
9301,Stephan Edler von Wohlleben,Austria,747701711,Stub
9302,Marwan Fares,Lebanon,747718970,Stub
9303,Mhamed Yazid,Algeria,747720470,Start
9304,Blanca Inés Durán Hernández,Colombia,747727941,Stub
9305,List of Brazilian oligarchs,Brazil,747731340,Start
9306,Vinod Patel,Fiji,747732323,Stub
9307,Wahib al-Ghanim,Syria,747738977,Stub
9308,Suliano Matanitobua,Fiji,747745614,Start
9309,Suzanne Bischoff van Heemskerck,Netherlands,747746866,Stub
9310,Tatiana Clouthier,Mexico,747749471,Start
9311,Thomas Rhea,United States,747758944,GA
9312,Ibnu Sutowo,Indonesia,747767825,Start
9313,"William H. Jeffreys, Jr.",United States,747774517,Stub
9314,Adrien d'Épinay,Mauritius,747782563,Start
9315,Zabihullah (Balkh),Afghanistan,747783201,Stub
9316,Zafilaza,Madagascar,747783292,Stub
9317,Cheng Heng,Cambodia,747784875,Start
9318,Álvaro Lloreda Caicedo,Colombia,747785707,Start
9319,Simon Narcisse Bozanga,Central African Republic,747802088,Start
9320,Alberto Ullastres,Spain,747810254,Stub
9321,Juan Velázquez Tlacotzin,Mexico,747816168,Stub
9322,Arnold Piesse,Australia,747826568,Start
9323,Echigues Goçoy,Portugal,747838740,Stub
9324,Élie Doté,Central African Republic,747845615,Start
9325,Abderrahmane Sbai,Morocco,747855944,Stub
9326,David Blis,Cuba,747865212,Start
9327,Hugo Yasky,Argentina,747872923,Stub
9328,Sokrat Dodbiba,Albania,747887240,Start
9329,Taheruddin Thakur,Bangladesh,747888737,Stub
9330,Hildebrando Fuentes,Peru,747905195,Start
9331,James Mirams,Australia,747908230,Stub
9332,Ofusu Kwabi,Ghana,747921070,Stub
9333,Pat Bridson,Ireland,747922835,NotFound
9334,Raúl Apold,Argentina,747926680,Stub
9335,Tibou Kamara,Guinea,747934991,Stub
9336,Bogdan Klich,Poland,747941691,Start
9337,Mok Mareth,Cambodia,747945224,Start
9338,Bogumil Vošnjak,Carniolan,747945423,Start
9339,Kanson Arahata,Japan,747952106,Stub
9340,Darío Alessandro,Argentina,747963851,Stub
9341,Alfred Jensen (politician),Denmark,747980221,Stub
9342,Bolívar Urrutia Parrilla,Panama,747981188,Stub
9343,King political family,United States,747982481,Start
9344,Waterman family,United States,747982801,Start
9345,National Security Advisor (Nigeria),Nigeria,747988410,Stub
9346,Bonaventure Mizidy,Congo,747999035,Stub
9347,Vytautas Bubnys,Lithuania,747999957,Start
9348,Bassary Touré,Mali,748015701,Stub
9349,Carlos Loret de Mola Mediz,Mexico,748019396,Start
9350,Nidup Zangpo,Bhutan,748030504,Stub
9351,Sonia Escudero,Argentina,748036070,Stub
9352,Diego Gutiérrez de Humanes,Spain,748041161,Stub
9353,Diniz d' Alpoim,Portugal,748041514,Stub
9354,Faraban Camara,Guinea,748054375,Stub
9355,Fernando Afonso de Albuquerque,Portugal,748055191,Stub
9356,Francisco de Freytas,Spain,748058512,Stub
9357,Fritz García Gallont,Guatemala,748060170,Stub
9358,István Bata,Hungary,748061357,Stub
9359,Border Gezi,Zimbabwe,748061603,Start
9360,"Gonçalo Vasques Coutinho, 2nd Marshal of Portugal",Portugal,748064906,Stub
9361,Ljubomir Kovačević,Serbia,748067365,Start
9362,Murad Artin,Sweden,748068615,Stub
9363,Hamad bin Suhaim Al Thani,Qatar,748068797,C
9364,Hasan al-Lawzi,Yemen,748069777,Stub
9365,Heinrich Blume,Germany,748070319,Stub
9366,Helmut Maandi,Estonia,748070643,Stub
9367,Boris Chochiev,South Ossetian,748071193,Stub
9368,Henry Loucks,United States,748071357,Stub
9369,Boris Focșa,Moldova,748071594,Stub
9370,Boris Kovalchuk,Russia,748073312,Stub
9371,João Guilherme Fischer,Brazil,748073459,Start
9372,Ibrahima Sory Barry,Guinea,748076313,Stub
9373,Imoru Ayarna,Ghana,748076888,Start
9374,Hemayat Mirzadeh,Iran,748079828,Stub
9375,Edward Kellett (New Zealand politician),New Zealand,748080922,Start
9376,Jasmin Imamović,Bosnia-Herzegovina,748081738,Stub
9377,Razaq Mamoon,Afghanistan,748084336,Start
9378,Silvio Frondizi,Argentina,748085429,Start
9379,Karim Bangoura,Guinea,748087522,Stub
9380,Robert Schaffner,Luxembourg,748093498,Start
9381,Louis Mbanefo,Nigeria,748101471,C
9382,Luciano Valero,Venezuela,748101840,Stub
9383,Mamadou Boye Bah,Guinea,748104114,Stub
9384,Mendo de Alpoim,Portugal,748108277,Stub
9385,Michel Jeanjean,France,748109251,Stub
9386,Mohammed al-Makki al-Nasiri,Morocco,748110918,Stub
9387,Muhammad Ali Ja'abari,Jordan,748112672,Stub
9388,María de los Ángeles Pineda Villa,Mexico,748113497,C
9389,Arsen Bauk,Croatia,748119210,Stub
9390,Panagoda Maheswaran,Sri Lanka,748123297,Stub
9391,Phaya Khammao,Laos,748128805,Stub
9392,Philip Euen Mitchell,Kenya,748128949,GA
9393,Alfred Ghiro,Solomon Islands,748136341,Start
9394,Kieng Vang,Cambodia,748137241,Stub
9395,Ramón Lavalle,Argentina,748138457,Start
9396,George Coles (politician),Canada,748140172,Start
9397,Yi Xiqun,China,748141110,Start
9398,Ricardo Bueso,Guatemala,748141515,Stub
9399,Pál Somssich,Hungary,748149117,Stub
9400,Thaer Thabet,Iraq,748160137,Start
9401,Abdel Basset Turki,Iraq,748160934,Start
9402,Mikhail Delyagin,Russia,748163451,Stub
9403,Jean Auroux,France,748171232,Stub
9404,Simon Young (magistrate),Pitcairn Islands,748179514,Stub
9405,Ghulam Muhammed Quader,Bangladesh,748206558,Stub
9406,Gobnait Ní Bhruadair,Ireland,748213731,C
9407,Jaime Wheelock,Nicaragua,748220849,Stub
9408,Burchell Whiteman,Jamaica,748221342,Stub
9409,Coral Ross,Australia,748223081,Stub
9410,Cuthbert Robert Blackett,Australia,748223112,Stub
9411,Daniel Keen Congdon,Australia,748223274,Stub
9412,Clement Giles,Australia,748223314,Stub
9413,Sayed Nasim Mihanparast,Afghanistan,748224926,Stub
9414,William Laidley,Australia,748227453,Stub
9415,William McIntyre (Australian politician),Australia,748227680,Stub
9416,William Patrick Cummins,Australia,748227857,Stub
9417,George Frederick Stone,Australia,748228305,Stub
9418,George Klewitz Soward,Australia,748228457,Stub
9419,George Henry Bennett,Australia,748228490,Stub
9420,Aminul Islam Chowdhury,Bangladesh,748230462,Stub
9421,Desmond Luke,Sierra Leone,748238109,Start
9422,Diego de Escobar y Osorio,Paraguay,748238324,Start
9423,Diego de los Reyes Balmaseda,Paraguay,748238335,Start
9424,Emmanuel Mzumbo Lazare,Trinidad and Tobago,748239737,C
9425,Gregorio de Hinestrosa,Paraguay,748242711,Start
9426,Isabelle Blume,Belgium,748245092,Start
9427,Janabil,China,748245541,Stub
9428,Jakob Gadolin,Finland,748252068,Start
9429,Nikolai Glebov-Avilov,Russia,748252263,Start
9430,Yngve Häckner,Sweden,748254768,Start
9431,Superior Mayor of Bogota,Colombia,748259422,C
9432,Stephen Campbell,Guyana,748269296,Start
9433,Wilfred Jacobs,Antigua and Barbuda,748271419,Stub
9434,Gretha Kant,Norway,748272937,Stub
9435,Victor Mazuline,Martinique,748274199,Stub
9436,Hégésippe Légitimus,Guadeloupe,748274502,C
9437,Louisy Mathieu,Guadeloupe,748274939,Stub
9438,Siim Kabrits,Estonia,748279469,Stub
9439,Branko Pavlović,Serbia,748284051,Stub
9440,George Weldon (Deputy Governor of Bombay),United Kingdom,748291276,Start
9441,Walter Linse,Germany,748296108,Start
9442,Aiono Nonumalo Sofara,Samoan,748298776,Stub
9443,Head of the Minister of Defence's military cabinet,France,748314973,Stub
9444,Andrée van Es,Netherlands,748327958,Start
9445,Viktor Sysoyev,Russia,748359291,Stub
9446,Oumar Tatam Ly,Mali,748361959,Start
9447,G. V. Kromah,Liberia,748370298,Start
9448,Mata'afa Faumuina Fiame Mulinu'u I,Samoan,748384437,Start
9449,Virgilio Barco Vargas,Colombia,748389393,Start
9450,Wilhelm Beyer,Germany,748394461,Stub
9451,Wilhelm Biener,Austria,748394471,Start
9452,Antonio Tacconi,Italy,748402946,Stub
9453,Armando Alba Zambrana,Bolivia,748403142,Stub
9454,David Boundy,Australia,748403143,Stub
9455,David Buffett,Australia,748403148,Start
9456,David McKenzie (South Australian politician),Australia,748403200,Stub
9457,John C. Cawood,Australia,748404880,Stub
9458,John Coghill (Australian politician),Australia,748404923,Stub
9459,John Dobie,Australia,748405028,Stub
9460,John Dawson (Australian politician),Australia,748405160,Stub
9461,John Eales (Australian politician),Australia,748405207,Stub
9462,John Eardley-Wimot,Australia,748405213,Stub
9463,Eva Lokko,Ghana,748409196,Start
9464,Rubén Zamora,Salvadoran,748418081,Start
9465,Bakhytzhan Zhumagulov,Kazakhstan,748418228,Stub
9466,Walter Lamb,Australia,748419020,Stub
9467,Walter Warne,Australia,748419038,Stub
9468,Wayne Dropulich,Australia,748419056,Start
9469,Victor Carrington,Australia,748419105,Stub
9470,Victor Webster (politician),Australia,748419116,Stub
9471,Richard Jones (1786–1852),Australia,748420498,Stub
9472,De Vic Carey,Guernsey,748457839,Start
9473,Jacques Anne Joseph Le Prestre de Vauban,France,748465900,Start
9474,André Mouélé,Congo,748472899,C
9475,Falisi Tupou,Tonga,748475270,Start
9476,Fiame Mata'afa Faumuina Mulinu'u II,Samoan,748477510,C
9477,Finnbogi Ísakson,Faroese,748477895,Start
9478,Francisca Senhorinha da Motta Diniz,Brazil,748480412,Stub
9479,Hou Chong-wen,Taiwan,748482058,Stub
9480,Germán Zea Hernández,Colombia,748483551,Start
9481,Sisowath Watchayavong,Cambodia,748488170,Stub
9482,Helvio Guozden,Argentina,748492081,Stub
9483,Narong Wongwan,Thailand,748494346,Start
9484,Olugbenga Ashiru,Nigeria,748515743,Stub
9485,Mohammed Khalfan Bin Kharbash,United Arab Emirates,748526554,Stub
9486,Achille Libéral Treilhard,France,748547759,Start
9487,Yashwant Singh (politician),India,748567593,Stub
9488,Juan Treviño de Guillamas,Spain,748591378,Stub
9489,Juan de Ayala y Escobar,Cuba,748591396,C
9490,Said Mohammad Ali Jawid,Afghanistan,748594441,Stub
9491,George Bodey,Australia,748600884,Stub
9492,George Crosby Gilmore,Australia,748600952,Stub
9493,Leonardo Dudan,Croatia,748601806,NotFound
9494,Jeffrey Spender (judge),Australia,748605482,Stub
9495,Norbert Steger,Austria,748632008,Stub
9496,Nuhu Bamalli,Nigeria,748633284,Stub
9497,Aucke van der Werff,Netherlands,748634206,Stub
9498,Oreste Scalzone,Italy,748635474,Start
9499,Jambyn Lkhümbe,Mongolia,748640888,C
9500,Bruno Bernabei,Italy,748693568,Stub
9501,Bruno Dettori,Italy,748695635,Stub
9502,Vilma Ripoll,Argentina,748699998,Start
9503,Henry Dumbleton,Australia,748746184,Stub
9504,Otto Hirsch,Germany,748746591,Start
9505,John Miller (South Australian politician),Australia,748747371,Stub
9506,John Morrice,Australia,748747416,Stub
9507,John Randell,Australia,748747614,Stub
9508,József Klekl (writer),Slovenia,748747928,Start
9509,Latif Rashid,Iraq,748753852,Start
9510,Buddhiram Bhandari,Nepal,748762843,Stub
9511,Walter Wolf (politician),Germany,748783858,Stub
9512,"William V.S. Tubman, Jr.",Liberia,748789928,Start
9513,Bai Jingfu,China,748798616,Stub
9514,Nini Stoltenberg,Norway,748802606,C
9515,Wen Qiang,China,748804233,Stub
9516,Chen Mingxia,China,748805262,GA
9517,Òscar Ribas Reig,Andorra,748810629,Start
9518,Sahibzada Muhammad Ishaq Zaffar,Pakistan,748814562,B
9519,Adolfo Lionel Sevilla,Hondura,748832681,Stub
9520,George Graham (soldier),United States,748841745,Start
9521,Azizullah Lodin,Afghanistan,748841875,Start
9522,Andreas Settele,Germany,748842798,Stub
9523,Ismail Lleshi,Albania,748847385,Stub
9524,Callixte Kalimanzira,Rwanda,748848342,Stub
9525,William Arnold Carter,United States,748865498,Stub
9526,Daniel García-Peña,Colombia,748883391,Stub
9527,Edward Knox (Australian politician),Australia,748886319,Start
9528,Edward Collinson,Australia,748886433,Stub
9529,Edward Coles (Australian politician),Australia,748886449,Stub
9530,Edward Broadhurst (politician),Australia,748886480,Stub
9531,Ivens Buffett,Australia,748886959,Start
9532,Holford Wettenhall,Australia,748887227,Stub
9533,Hugh Wallace,Australia,748887295,Stub
9534,Judyth Watson,Australia,748889147,Start
9535,Robert Fitzgerald (pastoralist),Australia,748891869,Stub
9536,Robert Homburg Jr.,Australia,748892139,Stub
9537,Robert Jenkins (Australian politician),Australia,748892151,Stub
9538,Robert Johnson (Australian politician),Australia,748892157,Stub
9539,William Alderson,Australia,748892404,Stub
9540,William Angus (Australian politician),Australia,748892541,Stub
9541,William Batchelor,Australia,748892548,Stub
9542,William Bradley (New South Wales colonial politician),Australia,748892613,Stub
9543,William Brown (Tasmanian politician),Australia,748892679,Stub
9544,William Byrnes,Australia,748892871,Stub
9545,William Thurlow,Australia,748893307,Stub
9546,Brian McGahen,Australia,748894956,Start
9547,Henry Vivian Moyle,Australia,748895764,Stub
9548,Herbert Richards,Australia,748895926,Stub
9549,John Williams (New South Wales colonial politician),Australia,748896133,Stub
9550,Joseph Angus Thomson,Australia,748896283,Stub
9551,Ralph Robey,Australia,748899648,Stub
9552,Randolph Want,Australia,748899670,Stub
9553,Raymond Walsh,Australia,748899687,Stub
9554,Reg Curren,Australia,748899708,Stub
9555,Reg Hurst,Australia,748899713,Stub
9556,Reginald Carter (politician),Australia,748899723,Stub
9557,Tom Casey (Australian politician),Australia,748904652,Start
9558,William Stewart (governor),Australia,748909251,Stub
9559,Bob Hogg,Australia,748910017,Start
9560,Ben McKay (politician),Australia,748910080,Stub
9561,Hastings Elwin,Australia,748913464,Stub
9562,Tobías Zúñiga Castro,Costa Rica,748916934,Stub
9563,Luigi de' Medici,Italy,748922995,Stub
9564,Lu Zongyu,China,748923632,Stub
9565,Eugène Mangalaza,Madagascar,748925052,Start
9566,François-Xavier de Peretti,France,748927474,Stub
9567,Françoise Makaya,Gabon,748927483,Stub
9568,Jimmy Lemi Milla,Sudan,748939245,Start
9569,Ján Langoš,Slovakia,748941288,Stub
9570,Kwesi Ahoomey-Zunu,Togo,748943444,Start
9571,Gu Xiulian,China,748949529,C
9572,Johannes Linnankoski,Finland,748952375,Stub
9573,Modibo Sidibé,Mali,748953936,C
9574,Mohamed Hechmi Hamdi,Tunisia,748954048,Start
9575,Omer Beriziky,Madagascar,748959445,Stub
9576,Ouhoumoudou Mahamadou,Niger,748960302,Start
9577,Alhassan Cole,Sierra Leone,748989762,Stub
9578,Hypolite Taremae,Solomon Islands,748996208,Start
9579,Zhanseit Tuymenbayev,Kazakhstan,748997755,Stub
9580,Sarad Singh Bhandari,Nepal,748998101,Stub
9581,Hans Rebane,Estonia,749000272,Stub
9582,Kamel Omrane,Tunisia,749002901,Stub
9583,Adolphe Moudiki,Cameroon,749002981,C
9584,Ion Dincă,Romania,749006294,Start
9585,Monika Kapil Mohta,India,749034711,Start
9586,Brian Young (magistrate),Pitcairn Islands,749046736,Stub
9587,Zolbingiin Shijee,Mongolia,749054164,C
9588,Pargui Emile Paré,Burkina Faso,749059721,Stub
9589,Zinnatunnessa Talukdar,Bangladesh,749061421,Stub
9590,Pierre-André Kombila,Gabon,749061703,C
9591,Raqiya Haji Dualeh Abdalla,Somalia,749064622,C
9592,René Sadi,Cameroon,749065581,C
9593,Sefis Anastasakos,Greece,749070160,Stub
9594,Solitoki Esso,Togo,749072118,C
9595,Huang Huahua,China,749079792,Stub
9596,James Sutter,New Zealand,749080564,Stub
9597,Victor Surdu,Romania,749081929,Stub
9598,Vicharn Minchainant,Thailand,749084558,C
9599,Vikram Sood,India,749084576,Stub
9600,Xavier Darcos,France,749085029,Start
