,country,article_name,revision_id,article_quality_est,population
3192,United States,Henry A. Melvin,799211603,C,329878000
3193,United States,David Safavian,799223779,C,329878000
3194,United States,Victor Vifquain,799236587,C,329878000
3195,United States,William H. Withington,799236624,Stub,329878000
3196,United States,James H. Harris,799236686,Start,329878000
3197,United States,Martin T. McMahon,799237084,B,329878000
3198,United States,John H. Moffitt,799237132,Start,329878000
3199,United States,Henry H. Bingham,799237531,C,329878000
3200,United States,John C. Black,799237614,B,329878000
3201,United States,Hubert Dilger,799237748,C,329878000
3202,United States,Guy Vernor Henry,799237807,C,329878000
3203,United States,William Y. W. Ripley,799237933,B,329878000
3204,United States,Amos J. Cummings,799238099,Start,329878000
3205,United States,John C. Robinson,799238154,GA,329878000
3206,United States,Thomas W. Bradley,799238275,Start,329878000
3207,United States,William Joyce Sewell,799238310,C,329878000
3208,United States,Henry A. du Pont,799238641,C,329878000
3209,United States,William E. Simonds,799238901,Start,329878000
3210,United States,Webb Hayes,799239335,C,329878000
3211,United States,Willis W. Bradley,799239505,C,329878000
3212,United States,Clyde L. Choate,799240260,C,329878000
3213,United States,Peter J. Dalessandro,799240386,Start,329878000
3214,United States,Nathan Green Gordon,799240429,C,329878000
3215,United States,Tucker P. Smith,799241413,Stub,329878000
3216,United States,Leo K. Thorsness,799241662,GA,329878000
3217,United States,Brooke Ellison,799284067,Start,329878000
3218,United States,Norm Semanko,799300226,Start,329878000
3219,United States,Samuel E. Pingree,799305133,C,329878000
3220,United States,Oscar R. Ewing,799328317,Start,329878000
3221,United States,Andrew Davidson (soldier),799332403,Start,329878000
3222,United States,Lyman Trumbull,799380364,C,329878000
3223,United States,Lynn Frazier,799388822,Start,329878000
3224,United States,Otis family,799414334,B,329878000
3225,United States,Edward J. Brundage,799448205,Start,329878000
3226,United States,Sonia Johnson,799505429,C,329878000
3227,United States,Leo Ryan,799528192,GA,329878000
3228,United States,Political positions of Jeb Bush,799542005,B,329878000
3229,United States,Political positions of Sarah Palin,799542168,B,329878000
3230,United States,Sara Flounders,799576966,Start,329878000
3231,United States,Denise Juneau,799611429,C,329878000
3232,United States,Benjamin F. Tracy,799634548,C,329878000
3233,United States,Van Rensselaer (family),799646889,C,329878000
3234,United States,José Sarria,799649001,FA,329878000
3235,United States,Charles Frankel,799654475,Start,329878000
3236,United States,Biden family,799748512,Start,329878000
3237,United States,Jose Aristimuño,799768653,Stub,329878000
3238,United States,Nick Shalosky,799829904,C,329878000
3239,United States,Public image of Mike Huckabee,799852266,C,329878000
3240,United States,Public image of Mitt Romney,799852277,FA,329878000
3241,United States,Public image of Rudy Giuliani,799852293,GA,329878000
3242,United States,Public image of Sarah Palin,799852308,B,329878000
3243,United States,R. M. Wanamaker,799867185,Start,329878000
3244,United States,Raj Date,799879909,Start,329878000
3245,United States,Randy Hopper,799885588,C,329878000
3246,United States,Richard J. Griffin,799940018,Start,329878000
3247,United States,Samuel M. Lambert,800067435,Stub,329878000
3248,United States,Sarasota Assassination Society,800077011,C,329878000
3249,United States,Carl Choisser,800079152,Stub,329878000
3250,United States,John M. Bolton,800087209,Stub,329878000
3251,United States,Doris Allen (politician),800253145,Start,329878000
3252,United States,Don Owen (news anchor),800275688,GA,329878000
3253,United States,Donald Manes,800303793,Start,329878000
3254,United States,Robert Smith Vance,800378745,C,329878000
3255,United States,Doug Hoffman,800400804,C,329878000
3256,United States,Kit Bond,800443919,C,329878000
3257,United States,Charles Bent,800516402,C,329878000
3258,United States,Susan Tierney,800607565,Start,329878000
3259,United States,List of minority governors and lieutenant governors in the United States,800638438,B,329878000
3260,United States,Stephanie Hannon,800692309,Start,329878000
3261,United States,Taft family,800750042,B,329878000
3262,United States,Stephanie Schriock,800779451,Start,329878000
3263,United States,Jackson family of West Virginia,800785078,Start,329878000
3264,United States,Van Cortlandt family,800871691,Start,329878000
3265,United States,Jennifer Gale,800881001,C,329878000
3266,United States,Theodore Joslin,800947016,Start,329878000
3267,United States,Thomas Boylston Adams (1910–1997),800957254,Start,329878000
3268,United States,Thomas Lowndes Snead,800961804,Start,329878000
3269,United States,Thomas M. Hodgson,800961966,Start,329878000
3270,United States,Thomas W. Hyde,800964866,B,329878000
3271,United States,Aysh-ke-bah-ke-ko-zhay,800989655,Stub,329878000
3272,United States,James Langevin,800991757,C,329878000
3273,United States,Tony Coelho,801002772,C,329878000
3274,United States,Edison Real Bird,801009679,Stub,329878000
3275,United States,Chuck Graham,801038355,Start,329878000
3276,United States,Udall family,801050452,C,329878000
3277,United States,United States Children's Bureau,801061518,B,329878000
3278,United States,Clayton family,801104860,Start,329878000
3279,United States,Jason Rae,801109736,C,329878000
3280,United States,Jack Deveraux,801125891,C,329878000
3281,United States,Linda Moore (businesswoman),801144750,C,329878000
3282,United States,Edwin Stanton McCook,801184528,Start,329878000
3283,United States,Larry McDonald,801186962,C,329878000
3284,United States,William Bulger,801246654,C,329878000
3285,United States,William H. Frankhauser,801252303,Start,329878000
3286,United States,William H. Lash,801252456,Stub,329878000
3287,United States,William J. Henderson,801255343,Stub,329878000
3288,United States,Women in the Black Panther Party,801284282,C,329878000
3289,United States,Byron M. Cutcheon,801288994,C,329878000
3290,United States,Horatio Collins King,801289746,Start,329878000
3291,United States,Richard Grenell,801411518,C,329878000
3292,United States,Suzanne Chun Oakland,801438901,Start,329878000
3293,United States,Julie Kirchner,801444165,Stub,329878000
3294,United States,Mo Udall,801454959,C,329878000
3295,United States,Cyrus Habib,801482128,C,329878000
3296,United States,Florence Jaffray Harriman,801497817,B,329878000
3297,United States,Isaac S. Catlin,801512271,GA,329878000
3298,United States,Ogden R. Reid,801519440,GA,329878000
3299,United States,Gavrielle Holmes,801600439,Stub,329878000
3300,United States,Nancy Nord,801601799,C,329878000
3301,United States,Christopher J. Ward,801606821,Start,329878000
3302,United States,Pamela Harriman,801613040,C,329878000
3303,United States,Wray Thomas,801618037,Stub,329878000
3304,United States,James E. Livingston,801619618,C,329878000
3305,United States,Edwin Walker,801643968,C,329878000
3306,United States,Monique Dorsainvil,801710196,Start,329878000
3307,United States,Norm Coleman,801712575,B,329878000
3308,United States,John Francis Wheaton,801734660,B,329878000
3309,United States,Nancy Kulp,801737432,GA,329878000
3310,United States,Roy Cohn,801769794,GA,329878000
3311,United States,Hiram Gill,801798257,C,329878000
3312,United States,Steve Novick,801808557,C,329878000
3313,United States,Janet H. Brown,801838976,Stub,329878000
3314,United States,Gary Loftus,801845997,Stub,329878000
3315,United States,Tom Dennison (political boss),801880072,C,329878000
3316,United States,Sheffield Nelson,801885694,Start,329878000
3317,United States,Christopher Morgan (politician),801932716,Start,329878000
3318,United States,Barry Peterson (Idaho),801940675,Start,329878000
3319,United States,Tom Schweich,801968862,C,329878000
3320,United States,Bayard family,802032634,Start,329878000
3321,United States,Richard Ward Greene,802034478,Stub,329878000
3322,United States,Robert Brank Vance,802034491,Start,329878000
3323,United States,Misty Snow,802051788,Start,329878000
3324,United States,Charles Woods (Alabama),802069394,C,329878000
3325,United States,Sean Eldridge,802102037,C,329878000
3326,United States,Benjamin Tillman,802174551,FA,329878000
3327,United States,William C. Oates,802178601,C,329878000
3328,United States,Delano family,802242737,C,329878000
3329,United States,Steve Lonegan,802268156,C,329878000
3330,United States,Parker Griffith,802269152,C,329878000
3331,United States,Arlen Specter,802421652,GA,329878000
3332,United States,Maurice Britt,802428164,C,329878000
3333,United States,Thomas Jefferson Rusk,802430572,C,329878000
3334,United States,Anson Jones,802430648,C,329878000
3335,United States,George Petak,802475167,Stub,329878000
3336,United States,Joel Pollak,802519489,C,329878000
3337,United States,William Clark Falkner,802524504,Start,329878000
3338,United States,Alyson Kennedy,802526223,Start,329878000
3339,United States,Eric C. Bauman,802545472,C,329878000
3340,United States,Craig Johnson (Iowa politician),802585427,Stub,329878000
3341,United States,Andrew Do,802611588,Stub,329878000
3342,United States,Richmond P. Hobson,802640221,C,329878000
3343,United States,Voltaire P. Twombly,802643483,GA,329878000
3344,United States,Joel Bomgar,802683756,Start,329878000
3345,United States,Norris Cochran,802698458,Stub,329878000
3346,United States,James Stockdale,802699065,C,329878000
3347,United States,William Byrd III,802745249,Start,329878000
3348,United States,John Milton (Florida politician),802819262,Start,329878000
3349,United States,Lodge family,802859459,Start,329878000
3350,United States,Gray Davis,802907676,FA,329878000
3351,United States,Carter Harrison Sr.,803030286,C,329878000
3352,United States,Joseph Wilson Ervin,803042016,Start,329878000
3353,United States,List of Jewish American politicians,803076089,B,329878000
3354,United States,Joanne Herring,803095195,C,329878000
3355,United States,Fighting Dems,803109508,Start,329878000
3356,United States,Tommy F. Robinson,803123449,C,329878000
3357,United States,Lucy Tayiah Eads,803135822,C,329878000
3358,United States,Martin D. Hamilton,803184209,Start,329878000
3359,United States,Harry Johnston (politician),803200362,Stub,329878000
3360,United States,Matthew Quay,803246012,C,329878000
3361,United States,Michael Podhorzer,803265175,Start,329878000
3362,United States,Robert Dorsey Watkins,803298752,Start,329878000
3363,United States,Thayer family,803300682,Start,329878000
3364,United States,Edward W. Carmack,803307197,C,329878000
3365,United States,Phyllis Schlafly,803319558,C,329878000
3366,United States,Saunders family,803341014,Start,329878000
3367,United States,Houghton family,803346570,Start,329878000
3368,United States,Bob Smith (American politician),803364874,C,329878000
3369,United States,Samuel Newitt Wood,803367518,C,329878000
3370,United States,Clare Boothe Luce,803425364,B,329878000
3371,United States,Dorian Lord,803440441,GA,329878000
3372,United States,Anton Cermak,803574094,C,329878000
3373,United States,Bear's Rib,803619692,Stub,329878000
3374,United States,Stephen Boyd (attorney),803648860,Stub,329878000
3375,United States,James E. Smith (politician),803679942,Stub,329878000
3376,United States,Philip Willkie,803692835,Start,329878000
3377,United States,Jennifer Ho,803693853,Start,329878000
3378,United States,Billy Tauzin,803707427,C,329878000
3379,United States,Lee E. Goodman,803709580,Start,329878000
3380,United States,Amy Dacey,803713970,Start,329878000
3381,United States,John Moran Bailey,803753209,C,329878000
3382,United States,Greg Hyatt,803772608,C,329878000
3383,United States,David McReynolds,803813597,C,329878000
3384,United States,Richard J. Daronco,803821108,C,329878000
3385,United States,Albert Jennings Fountain,803906441,C,329878000
3386,United States,Edouard Izac,803920747,C,329878000
3387,United States,John J. Kennedy (New York State Treasurer),803931974,Start,329878000
3388,United States,David Paterson,803933397,B,329878000
3389,United States,Francisco Guerrero (politician),803953141,Start,329878000
3390,United States,John Kriesel,803955866,Start,329878000
3391,United States,Douglas MacArthur,803964189,FA,329878000
3392,United States,George Moscone,803995478,C,329878000
3393,United States,Ellen Lord,804003806,Start,329878000
3394,United States,Ed Martin (Missouri politician),804018714,C,329878000
3395,United States,Boren family,804038363,Start,329878000
3396,United States,Charles E. Phelps,804051551,C,329878000
3397,United States,Mark Hanna,804057284,FA,329878000
3398,United States,Jesse B. Thomas,804067052,Start,329878000
3399,United States,National Women's Political Caucus,804068881,Start,329878000
3400,United States,Michael Olbrich,804081210,Stub,329878000
3401,United States,Political positions of Rudy Giuliani,804082579,B,329878000
3402,United States,Dan Kapanke,804083434,C,329878000
3403,United States,William F. Tisch,804093651,Stub,329878000
3404,United States,Rick Gudex,804095077,Start,329878000
3405,United States,John Swainson,804105984,C,329878000
3406,United States,Kevin James (broadcaster),804123422,C,329878000
3407,United States,Fred Karger,804151581,GA,329878000
3408,United States,John Gilbert Winant,804201211,C,329878000
3409,United States,Philip S. Post,804203329,C,329878000
3410,United States,Richard G. Green (lawyer),804241784,Start,329878000
3411,United States,President of the Continental Congress,804286248,FA,329878000
3412,United States,Nick Wasicsko,804354264,GA,329878000
3413,United States,Karine Jean-Pierre,804412006,Start,329878000
3414,United States,Views of Lyndon LaRouche and the LaRouche movement,804424179,FA,329878000
3415,United States,Michael Parker (politician),804431277,Start,329878000
3416,United States,Nelson A. Miles,804460353,C,329878000
3417,United States,Public image of George W. Bush,804494845,B,329878000
3418,United States,Jenifer Branning,804514223,Start,329878000
3419,United States,Kathy Augustine,804537464,C,329878000
3420,United States,Chase family,804545909,B,329878000
3421,United States,Richard Shelby,804550748,B,329878000
3422,United States,James Henderson Berry,804599753,Start,329878000
3423,United States,Ben Nighthorse Campbell,804608578,C,329878000
3424,United States,John M. Farquhar,804697452,Start,329878000
3425,United States,Francis T. Nicholls,804734033,C,329878000
3426,United States,"William P. MacCracken, Jr.",804746568,C,329878000
3427,United States,Adams political family,804752771,C,329878000
3428,United States,List of United States political appointments across party lines,804756849,C,329878000
3429,United States,Mark E. Clayton,804757304,C,329878000
3430,United States,Lincoln Chafee,804768298,GA,329878000
3431,United States,Nels Swandal,804782901,Stub,329878000
3432,United States,Henry A. Crabb,804785068,Stub,329878000
3433,United States,Gary George (Wisconsin politician),804819065,C,329878000
3434,United States,R. Budd Dwyer,804854342,GA,329878000
3435,United States,Daniel Inouye,804861266,C,329878000
3436,United States,Fleming Amyx,804864900,Stub,329878000
3437,United States,Andrej Lisanik,804869037,Stub,329878000
3438,United States,O'Carroll,804887590,C,329878000
3439,United States,David Ramsay (historian),804896412,C,329878000
3440,United States,Doug Wead,804931631,C,329878000
3441,United States,Adelbert Ames,804933514,C,329878000
3442,United States,Frank Kameny,804936582,GA,329878000
3443,United States,Lester C. Hunt,804937199,GA,329878000
3444,United States,Forrest H. Anderson,804937385,Start,329878000
3445,United States,Christine A. Varney,804937399,GA,329878000
3446,United States,Robert Lee Henry,804937479,Start,329878000
3447,United States,Fred Hasley,804937526,Start,329878000
3448,United States,Aris T. Allen,804937595,C,329878000
3449,United States,Michael D. Harter,804937784,Start,329878000
3450,United States,Roy Hampton,804937844,C,329878000
3451,United States,William H. Hughes,804940426,Start,329878000
3452,United States,Frank B. Arnold,804940476,Start,329878000
3453,United States,Vincent Luke Palmisano,804941144,Start,329878000
3454,United States,Coleman W. Avery,804941339,Start,329878000
3455,United States,Paul C. Barth,804941459,Start,329878000
3456,United States,James D. Johnson,804941532,C,329878000
3457,United States,Julius S. Berg,804941654,Start,329878000
3458,United States,Charles A. Binder,804941696,Stub,329878000
3459,United States,Joseph Wheeler Bloodgood,804941770,Stub,329878000
3460,United States,Charles Jonas (Wisconsin politician),804941914,C,329878000
3461,United States,Ricardo Bordallo,804942108,C,329878000
3462,United States,John S. Farrell,804942202,Stub,329878000
3463,United States,Martin H. Glynn,804942311,C,329878000
3464,United States,B. G. Plumer,804943813,Stub,329878000
3465,United States,Al Pearlman,804944197,Stub,329878000
3466,United States,Will Rogers Jr.,804945043,C,329878000
3467,United States,Thomas Reynolds (governor),804945170,C,329878000
3468,United States,Justus Cornelius Ramsey,804945652,Stub,329878000
3469,United States,Henry English Read,804945715,Stub,329878000
3470,United States,Thomas Caute Reynolds,804945844,C,329878000
3471,United States,Charles T. Perry,804946008,Stub,329878000
3472,United States,Christian A. Koenitzer,804946057,Stub,329878000
3473,United States,Horace Worth Vaughan,804946097,Start,329878000
3474,United States,Joseph Vilas,804946404,Stub,329878000
3475,United States,Buron Fitts,804946512,Start,329878000
3476,United States,James DiPaola,804946617,Start,329878000
3477,United States,John Porter East,804946771,Start,329878000
3478,United States,Francis J. D'Eramo,804946812,Start,329878000
3479,United States,John Christopher Cutler,804947150,Start,329878000
3480,United States,Gentry Crowell,804947189,Start,329878000
3481,United States,John F. Collins,804950843,C,329878000
3482,United States,Bonnie Dumanis,804967392,C,329878000
3483,United States,Soapy Smith,804968910,C,329878000
3484,United States,William Crook (politician),804989176,Stub,329878000
3485,United States,Russell Veh,805010001,Start,329878000
3486,United States,Hiester family,805016377,Stub,329878000
3487,United States,Dennis Peron,805048542,Start,329878000
3488,United States,Michela Alioto-Pier,805092837,C,329878000
3489,United States,Family of Donald Trump,805103271,GA,329878000
3490,United States,Hogan Gidley,805108145,Stub,329878000
3491,United States,Arnold family,805130443,B,329878000
3492,United States,John F. Hartranft,805132451,C,329878000
3493,United States,James A. Beaver,805132499,C,329878000
3494,United States,George Berham Parr,805143869,C,329878000
3495,United States,Thomas Gore,805162001,GA,329878000
3496,United States,Douglas Domenech,805168975,Start,329878000
3497,United States,Mike Boyle,805180647,C,329878000
3498,United States,Lyman Hoffman,805180928,Start,329878000
3499,United States,Misty Plowright,805182675,Start,329878000
3500,United States,List of United States political families,805212999,Start,329878000
3501,United States,George Wythe,805273173,FA,329878000
3502,United States,Carmen Lucia (union organizer),805287852,Start,329878000
3503,United States,Button Gwinnett,805314310,C,329878000
3504,United States,List of foreign-born United States politicians,805326323,B,329878000
3505,United States,Rupert Phillips,805347719,Start,329878000
3506,United States,Sumner Welles,805350408,C,329878000
3507,United States,Trump family,805352961,GA,329878000
3508,United States,Shailagh Murray,805372992,Start,329878000
3509,United States,Robert M. La Follette Jr.,805407219,C,329878000
3510,United States,McCormick family,805409467,C,329878000
3511,United States,Leonard Wood,805411937,C,329878000
3512,United States,Timothy Davlin,805454221,C,329878000
3513,United States,Sonny Perdue,805454804,GA,329878000
3514,United States,Rockefeller family,805480792,C,329878000
3515,United States,Matthew G. Martínez,805535192,C,329878000
3516,United States,Theodore Roosevelt Jr.,805568724,C,329878000
3517,United States,Alfred Nakak,805569443,Start,329878000
3518,United States,Donald W. Riegle Jr.,805571279,C,329878000
3519,United States,William F. Knowland,805638733,C,329878000
3520,United States,Ben Klassen,805651443,C,329878000
3521,United States,Mark Costello (Oklahoma politician),805683729,Start,329878000
3522,United States,Joe Foss,805713742,C,329878000
3523,United States,Moffie Funk,805772949,Stub,329878000
3524,United States,Arthur A. Ballantine,805779507,GA,329878000
3525,United States,Political boss,805802544,C,329878000
3526,United States,Schuyler family,805827465,C,329878000
3527,United States,Buddy Roemer,805854822,GA,329878000
3528,United States,Victoria Lord,805857707,GA,329878000
3529,United States,Bob Kerrey,805863876,C,329878000
3530,United States,Nathan Deal,805865647,GA,329878000
3531,United States,Glenn Hearn,805927617,Start,329878000
3532,United States,John C. Stennis,805927642,C,329878000
3533,United States,Stephen Hopkins (politician),805934002,FA,329878000
3534,United States,Jocelyn Benson,805955059,C,329878000
3535,United States,Victoria Neave,805980023,Stub,329878000
3536,United States,Dan White,805997998,C,329878000
3537,United States,Richard Dobbs Spaight,806003157,C,329878000
3538,United States,Koch family,806027450,C,329878000
3539,United States,Thaddeus Stevens,806048772,FA,329878000
3540,United States,Steve Kerrigan,806109794,C,329878000
3541,United States,Quincy political family,806127336,Start,329878000
3542,United States,Lincoln family,806137279,Start,329878000
3543,United States,Widow's succession,806153574,Start,329878000
3544,United States,Harrison family of Virginia,806156996,B,329878000
3545,United States,Lee family,806157002,C,329878000
3546,United States,Roosevelt family,806157006,C,329878000
3547,United States,James Michael Curley,806165568,GA,329878000
3548,United States,John H. Hager,806176639,C,329878000
3549,United States,Smedley Butler,806251135,FA,329878000
3550,United States,List of the first LGBT holders of political offices in the United States,806265292,B,329878000
3551,United States,Julius Stahel,806287221,C,329878000
3552,United States,List of richest American politicians,806288612,B,329878000
3553,United States,Patrick Miles Jr.,806367442,C,329878000
3554,United States,Arthur Brown (Utah senator),806372230,Start,329878000
3555,United States,Gouverneur Morris,806380699,C,329878000
3556,United States,James Henry Lane (Union general),806395302,C,329878000
3557,United States,Rudy Moise,806399157,Start,329878000
3558,United States,James Forrestal,806406121,GA,329878000
3559,United States,Grace Ross,806438353,C,329878000
3560,United States,Warren Daniel,806460970,Stub,329878000
3561,United States,Marshall Parker,806513820,Start,329878000
3562,United States,Mike Jacobs (Georgia politician),806545368,Start,329878000
3563,United States,Clinton family,806554506,GA,329878000
3564,United States,Rick Perry,806563994,GA,329878000
3565,United States,Nathaniel Ledbetter,806570475,Stub,329878000
3566,United States,Marion B. Folsom,806590590,Start,329878000
3567,United States,List of American federal politicians convicted of crimes,806592277,B,329878000
3568,United States,List of United States politicians who have acknowledged cannabis use,806618866,GA,329878000
3569,United States,Jim Jeffords,806641448,C,329878000
3570,United States,Bob Dole,806650098,C,329878000
3571,United States,Public image of Barack Obama,806674128,B,329878000
3572,United States,Criticism of Franklin D. Roosevelt,806674160,B,329878000
3573,United States,Jack Kevorkian,806676114,GA,329878000
3574,United States,George Lincoln Rockwell,806677734,C,329878000
3575,United States,Daniel Sickles,806717973,C,329878000
3576,United States,Greg Brannon,806719268,C,329878000
3577,United States,Bush family,806754064,C,329878000
3578,United States,Public image of Bill Clinton,806755755,GA,329878000
3579,United States,Allard K. Lowenstein,806757522,C,329878000
3580,United States,Theodore Roosevelt,806771467,FA,329878000
3581,United States,Family of Barack Obama,806774219,B,329878000
3582,United States,John H. Wood Jr.,806818215,Start,329878000
3583,United States,Kennedy family,806833497,C,329878000
3584,United States,William S. Maynard,806849567,Start,329878000
3585,United States,James Strang,806859964,FA,329878000
3586,United States,Woodrow Wilson,806921107,FA,329878000
3587,United States,Evan Mecham,806932052,FA,329878000
3588,United States,Joshua Chamberlain,806961306,C,329878000
3589,United States,Cultural and political image of John McCain,807007010,FA,329878000
3590,United States,John Schofield,807028903,C,329878000
3591,United States,Patrick Leahy,807033614,C,329878000
3592,United States,List of American state and local politicians convicted of crimes,807034552,B,329878000
3593,United States,"List of Hillary Clinton presidential campaign political endorsements, 2016",807066604,B,329878000
3594,United States,Robert Toombs,807110438,C,329878000
3595,United States,Greg Abbott,807113113,GA,329878000
3596,United States,Party switching in the United States,807114797,B,329878000
3597,United States,Strom Thurmond,807127241,C,329878000
3598,United States,List of African-American Republicans,807140113,B,329878000
3599,United States,Women in conservatism in the United States,807141944,C,329878000
3600,United States,Jim Justice,807153248,C,329878000
3601,United States,Michael Forbes,807174953,C,329878000
3602,United States,Jay R. Vargas,807193226,C,329878000
3603,United States,Judy Feder,807224264,C,329878000
3604,United States,John Pope (Kentucky politician),807225049,C,329878000
3605,United States,Robert F. Kennedy,807240901,GA,329878000
3606,United States,Bruce R. Watkins,807247873,Start,329878000
3607,United States,Tammy Duckworth,807249726,GA,329878000
3608,United States,Darrell Kick,807254420,Start,329878000
3609,United States,Angela Davis,807271995,B,329878000
3610,United States,Virgil Goode,807285819,C,329878000
3611,United States,Hillaryland,807287067,C,329878000
3612,United States,Alexander Hamilton,807298433,GA,329878000
3613,United States,John Rood,807305287,Start,329878000
3614,United States,Edward I. Edwards,807308113,Start,329878000
3615,United States,Environmental activism of Al Gore,807336702,B,329878000
3616,United States,Stuart M. Gerson,807341393,Start,329878000
3617,United States,Gabriel Rothblatt,807351794,C,329878000
3618,United States,Charlie Crist,807355312,GA,329878000
3619,United States,Brian Fitzpatrick (American politician),807355682,Start,329878000
3620,United States,Brian Mast,807357467,C,329878000
3621,United States,Breckinridge family,807361852,C,329878000
3622,United States,Joseph M. McCormick,807367296,C,329878000
3623,United States,First Family of the United States,807378110,B,329878000
3624,United States,Danica Roem,807378589,C,329878000
3625,United States,Harvey Milk,807378968,FA,329878000
3626,United States,Romney family,807386502,B,329878000
3627,United States,Franklin D. Roosevelt,807395895,FA,329878000
3628,United States,Warren Terhune,807396897,GA,329878000
3629,United States,Washburn family,807413826,Start,329878000
3630,United States,John McCain,807428251,FA,329878000
3631,United States,United States Attorneys appointed by Donald Trump,807429322,B,329878000
3632,United States,Political appointments by Donald Trump,807439921,C,329878000
3633,United States,Bob Stump (U.S. Congressman),807439945,C,329878000
3634,United States,Mason family,807454637,GA,329878000
3635,United States,Jan Lee,807459157,Start,329878000
3636,United States,Hans A. Aune,807470407,Stub,329878000
3637,United States,Huey Long,807473939,B,329878000
3638,United States,Hamilton family,807473969,C,329878000
3639,United States,Hal Bidlack,807481636,C,329878000
3640,United States,Lucius Fairchild,807483006,C,329878000
3641,United States,Francis Fessenden,807483270,C,329878000
3642,India,Sheikh Sadiq Ali Ansari,492060822,Stub,1400100000
3643,India,Pheroze Sethna,638214719,Stub,1400100000
3644,India,Dilip Sarkar,638377138,Stub,1400100000
3645,India,Fathema Ismail,648271473,Stub,1400100000
3646,India,Political families of Odisha,664822251,Stub,1400100000
3647,India,Brij Bhushan Mehra,668258382,Stub,1400100000
3648,India,Lalbuaia,693337130,Stub,1400100000
3649,India,Mahadeo Deole,694588693,Stub,1400100000
3650,India,Electoral history of Atal Bihari Vajpayee,696606312,Stub,1400100000
3651,India,Palden Tsering Gyamtso,696608668,Stub,1400100000
3652,India,Gaya Prasad,697662367,Stub,1400100000
3653,India,S. Ganesan,698048774,Stub,1400100000
3654,India,Lalhmingthanga,705607317,Stub,1400100000
3655,India,Srirang Narvekar,705607410,Stub,1400100000
3656,India,Shakuntala Gamlin,708935044,Stub,1400100000
3657,India,Jayant Prasad,709607698,Start,1400100000
3658,India,Amolak Rattan Kohli,711781073,Stub,1400100000
3659,India,Rakesh Sood,713133852,Stub,1400100000
3660,India,Vatsu Meru,714026654,Stub,1400100000
3661,India,Kant Kishore Bhargava,714430378,Stub,1400100000
3662,India,Prabhat Prakash Shukla,714640755,Stub,1400100000
3663,India,Koora Rajanna,716169915,Stub,1400100000
3664,India,Shyamal Datta,717912563,Stub,1400100000
3665,India,Mukhi Gobindram Pritamdas,718400488,Stub,1400100000
3666,India,C. H. Sibghatullah,719056744,Stub,1400100000
3667,India,Mohammad Aslam Kohli,719422020,Stub,1400100000
3668,India,M. A. Kadar,719811980,Stub,1400100000
3669,India,Master Taj-ud-Din Ansari,720230222,Stub,1400100000
3670,India,Sanjeev Saxena,720279719,Stub,1400100000
3671,India,B. Mohan Reddy,720284030,Stub,1400100000
3672,India,Santiram Mahato,720303644,Stub,1400100000
3673,India,Sheikh Hissam-ud-Din,720429567,Stub,1400100000
3674,India,U. Rama Rao,720494745,Stub,1400100000
3675,India,Ashoknath Banerji,720554317,Stub,1400100000
3676,India,Madhav R. Bir,721201043,Stub,1400100000
3677,India,Joginder Pal Pandey,721391486,Stub,1400100000
3678,India,Jagat Ram Soondh,721394464,Stub,1400100000
3679,India,Mahendra Sarvaiya,721713036,Stub,1400100000
3680,India,Tej Singh (politician),721809950,Stub,1400100000
3681,India,Azhikodan Raghavan,722600003,Start,1400100000
3682,India,William Mackworth Young,722745301,Stub,1400100000
3683,India,P. Chandra Mohan,723132931,Stub,1400100000
3684,India,Mohammed Adam Mallik,723341660,Stub,1400100000
3685,India,Pu Zoduha,723343448,Stub,1400100000
3686,India,Vinod Saroj,723352694,Start,1400100000
3687,India,Jagadisan Mohandas Kumarappa,723439312,Stub,1400100000
3688,India,Moulana Abdullah Tari,723631747,Stub,1400100000
3689,India,M. D. R. Ramachandran,724179391,Stub,1400100000
3690,India,Kedar Nath Rai,724628450,Stub,1400100000
3691,India,Ngairangbam Bijoy Singh,724740096,Stub,1400100000
3692,India,Ch. Sarup Singh,724803914,Stub,1400100000
3693,India,K. R. Guruswami Iyer,725178575,Stub,1400100000
3694,India,Jagjivan Prasad Babu,725205938,Stub,1400100000
3695,India,Mohd. Ali Khan,725358923,Stub,1400100000
3696,India,Dinesh Chandra (politician),725508627,Stub,1400100000
3697,India,Kumar Sankar Roy,726493686,Stub,1400100000
3698,India,K. Vasudeva Aiyangar,726846455,Stub,1400100000
3699,India,Scato Swu,728958694,Stub,1400100000
3700,India,Bhrigu Phukan,728993886,Start,1400100000
3701,India,P. A. Mohideen,729877150,Stub,1400100000
3702,India,Sohan Singh Thandal,731125096,Stub,1400100000
3703,India,Srikumar Mukherjee,732643498,Stub,1400100000
3704,India,N Gokulakrishnan,732801963,Stub,1400100000
3705,India,Anil Kumar Sahani,732802068,Stub,1400100000
3706,India,Harivansh Narayan Singh,732802209,Stub,1400100000
3707,India,A V Swamy,732802243,Stub,1400100000
3708,India,Pabitra Kar,733099701,Stub,1400100000
3709,India,Lalsawia,736324000,Stub,1400100000
3710,India,Vedas Venkaiah,737383830,Stub,1400100000
3711,India,Lalit Kumar Debbarma,737765797,Stub,1400100000
3712,India,K.A. Keraleeyan,738225579,Start,1400100000
3713,India,Kizhekethil Chandy,738506882,Stub,1400100000
3714,India,Vasantham Karthikeyan,738566806,Stub,1400100000
